,AGREEMENT_RK,TARGET,AGE,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,GENDER,CHILD_TOTAL,DEPENDANTS,PERSONAL_INCOME,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED,TARGET_TXT,SOCSTATUS_WORK_FL_TXT,SOCSTATUS_PENS_FL_TXT,GENDER_TXT
1142,60444534,0,29,1,0,1,0,0,10000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1143,60444542,0,33,1,0,0,1,0,3000.0,1,0,отклика нет,работает,не пенсионер,женщина
1144,60444860,0,53,1,0,1,2,0,6200.0,1,1,отклика нет,работает,не пенсионер,мужчина
1145,60444898,0,66,1,1,1,3,0,17404.0,1,0,отклика нет,работает,пенсионер,мужчина
1146,60445193,0,40,1,0,1,2,1,14000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1147,60445422,0,37,1,0,1,0,0,11000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1148,60445705,0,34,1,0,1,1,1,8000.0,1,1,отклика нет,работает,не пенсионер,мужчина
1149,60445742,0,42,1,0,0,1,1,18000.0,1,0,отклика нет,работает,не пенсионер,женщина
1150,60445828,1,49,1,0,0,1,1,10000.0,1,1,отклик,работает,не пенсионер,женщина
1151,60446112,0,53,0,1,0,2,0,12000.0,1,0,отклика нет,не работает,пенсионер,женщина
1152,60446145,0,48,1,0,1,0,0,6000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1153,60446214,1,49,1,0,1,0,0,8000.0,1,0,отклик,работает,не пенсионер,мужчина
1154,60446255,0,51,1,0,1,0,0,6000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1155,60446285,1,33,1,0,1,3,3,24000.0,1,1,отклик,работает,не пенсионер,мужчина
1156,60446427,1,57,1,1,1,2,0,41000.0,1,0,отклик,работает,пенсионер,мужчина
1157,60446480,0,37,1,0,1,1,0,10000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1158,60446542,0,38,1,0,1,1,1,12000.0,1,1,отклика нет,работает,не пенсионер,мужчина
1159,60446727,0,52,1,0,1,0,0,24000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1160,60447072,0,60,1,1,1,0,0,20000.0,1,0,отклика нет,работает,пенсионер,мужчина
1161,60447085,0,32,1,0,1,2,2,12700.0,1,0,отклика нет,работает,не пенсионер,мужчина
1162,60447120,0,49,1,0,1,0,0,14000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1163,60447430,0,51,1,0,0,0,1,16000.0,1,0,отклика нет,работает,не пенсионер,женщина
1164,60447437,0,60,1,0,1,3,0,10000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1165,60447497,0,45,1,0,1,2,1,11000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1166,60447502,0,55,1,0,1,1,0,5000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1167,60447528,0,40,1,0,1,1,1,12000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1168,60447543,0,22,1,0,0,0,0,7500.0,1,0,отклика нет,работает,не пенсионер,женщина
1169,60447763,0,49,1,0,1,2,0,6000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1170,60447973,0,44,1,0,1,0,0,9500.0,1,0,отклика нет,работает,не пенсионер,мужчина
1171,60448158,0,26,1,0,1,1,1,11000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1172,60448284,0,41,1,0,1,1,1,9500.0,1,0,отклика нет,работает,не пенсионер,мужчина
1173,60448426,0,52,1,0,1,2,0,8000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1174,60448437,0,44,1,0,1,1,1,10000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1175,60448439,0,57,1,1,1,0,0,7000.0,1,0,отклика нет,работает,пенсионер,мужчина
1176,60448599,1,48,1,0,1,2,0,6000.0,1,0,отклик,работает,не пенсионер,мужчина
1177,60448606,0,48,1,0,1,1,0,10000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1178,60448615,0,49,1,0,1,2,0,13000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1179,60448661,0,50,1,0,0,0,0,15000.0,1,0,отклика нет,работает,не пенсионер,женщина
1180,60448668,0,33,1,0,1,3,3,7000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1181,60448700,0,27,1,0,0,1,1,20000.0,1,0,отклика нет,работает,не пенсионер,женщина
1182,60448818,0,59,1,1,1,2,0,15000.0,1,0,отклика нет,работает,пенсионер,мужчина
1183,60448856,0,53,0,1,0,2,0,7000.0,1,0,отклика нет,не работает,пенсионер,женщина
1184,60448884,0,54,1,0,1,2,0,8000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1185,60448961,0,54,1,0,0,2,0,25000.0,1,0,отклика нет,работает,не пенсионер,женщина
1186,60448975,0,27,1,0,1,1,1,14000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1187,60448999,1,35,1,0,1,0,0,10000.0,1,0,отклик,работает,не пенсионер,мужчина
1188,60449051,1,30,1,0,0,1,1,35000.0,1,0,отклик,работает,не пенсионер,женщина
1189,60449191,0,33,1,0,1,2,2,9000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1190,60449552,0,34,1,0,0,2,2,20000.0,1,0,отклика нет,работает,не пенсионер,женщина
1191,60449570,0,33,1,0,1,2,2,15000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1192,60449573,0,56,1,0,1,1,1,10000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1193,60449651,0,29,1,0,1,1,1,15000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1194,60449929,0,36,1,0,1,1,1,12000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1195,60449959,1,33,1,0,0,2,2,65000.0,1,0,отклик,работает,не пенсионер,женщина
1196,60449979,0,48,1,0,0,0,0,15000.0,1,0,отклика нет,работает,не пенсионер,женщина
1197,60450062,0,39,1,0,1,1,1,10000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1198,60450221,0,57,0,1,1,0,0,8000.0,1,0,отклика нет,не работает,пенсионер,мужчина
1199,60450247,0,56,1,1,1,1,0,13500.0,1,0,отклика нет,работает,пенсионер,мужчина
1200,60450430,0,38,1,0,1,1,1,20000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1201,60450703,0,26,1,0,0,0,0,6700.0,1,0,отклика нет,работает,не пенсионер,женщина
1202,60450809,0,46,1,0,1,1,0,26000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1203,60450880,0,61,0,1,1,0,0,4200.0,1,0,отклика нет,не работает,пенсионер,мужчина
1204,60450928,0,56,1,1,1,2,0,10000.0,1,0,отклика нет,работает,пенсионер,мужчина
1205,60451047,0,42,1,0,1,0,0,15000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1206,60451293,0,57,1,1,1,2,0,12000.0,1,0,отклика нет,работает,пенсионер,мужчина
1207,60451297,0,54,0,1,1,2,0,13000.0,1,0,отклика нет,не работает,пенсионер,мужчина
1208,60451539,0,43,1,0,1,1,0,18000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1209,60451566,0,41,1,0,1,1,1,6500.0,1,0,отклика нет,работает,не пенсионер,мужчина
1210,60451573,0,40,1,0,1,3,2,6000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1211,60451593,0,56,1,0,1,1,0,9000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1212,60451886,0,56,1,1,1,1,0,10000.0,1,0,отклика нет,работает,пенсионер,мужчина
1213,60451954,1,57,1,1,1,0,0,10000.0,1,0,отклик,работает,пенсионер,мужчина
1214,60452126,0,44,1,0,1,3,1,15000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1215,60452401,0,52,1,0,1,2,0,7000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1216,60452470,1,41,1,0,1,0,0,20000.0,1,0,отклик,работает,не пенсионер,мужчина
1217,60452578,0,60,0,1,1,0,0,8000.0,1,0,отклика нет,не работает,пенсионер,мужчина
1218,60452603,0,53,0,1,1,1,1,8000.0,1,0,отклика нет,не работает,пенсионер,мужчина
1219,60452616,0,42,1,0,1,1,1,15000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1220,60452793,0,48,1,0,1,0,0,20000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1221,60452810,0,47,1,0,1,2,0,18000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1222,60452833,0,27,1,0,0,1,1,14000.0,1,0,отклика нет,работает,не пенсионер,женщина
1223,60452940,0,44,1,0,1,2,0,9400.0,1,0,отклика нет,работает,не пенсионер,мужчина
1224,60452977,0,53,1,0,0,1,1,15000.0,1,0,отклика нет,работает,не пенсионер,женщина
1225,60453064,1,46,1,0,1,1,1,15000.0,1,0,отклик,работает,не пенсионер,мужчина
1226,60453376,0,55,1,0,1,1,1,20000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1227,60453473,0,61,0,1,0,0,0,5400.0,1,0,отклика нет,не работает,пенсионер,женщина
1228,60453610,0,40,1,0,1,1,0,6000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1229,60453858,0,46,1,0,1,3,1,8000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1230,60453892,0,58,0,1,1,0,0,3200.0,1,0,отклика нет,не работает,пенсионер,мужчина
1231,60454163,0,52,1,0,1,3,0,13000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1232,60454165,0,30,1,0,1,1,0,10000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1233,60454277,0,42,1,0,1,2,2,13000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1234,60454454,0,53,1,0,1,2,0,3900.0,1,0,отклика нет,работает,не пенсионер,мужчина
1235,60454793,0,23,1,0,0,1,1,15000.0,1,0,отклика нет,работает,не пенсионер,женщина
1236,60454822,1,44,1,0,1,3,3,20000.0,1,0,отклик,работает,не пенсионер,мужчина
1237,60454864,0,62,0,1,0,0,0,7500.0,1,0,отклика нет,не работает,пенсионер,женщина
1238,60454908,0,37,1,0,1,1,1,12000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1239,60455123,0,45,1,0,0,3,3,10000.0,1,1,отклика нет,работает,не пенсионер,женщина
1240,60455295,0,33,1,0,0,2,2,30000.0,1,1,отклика нет,работает,не пенсионер,женщина
1241,60455472,0,54,0,1,1,2,0,4500.0,1,0,отклика нет,не работает,пенсионер,мужчина
1242,60455694,0,52,1,0,1,2,0,8000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1243,60455731,0,22,1,0,0,0,0,10000.0,1,1,отклика нет,работает,не пенсионер,женщина
1244,60455748,0,46,1,0,1,0,0,12000.0,1,1,отклика нет,работает,не пенсионер,мужчина
1245,60455816,0,25,1,0,0,0,0,5000.0,1,0,отклика нет,работает,не пенсионер,женщина
1246,60455864,0,52,1,0,1,2,0,10000.0,1,1,отклика нет,работает,не пенсионер,мужчина
1247,60455967,0,51,1,0,1,0,0,7500.0,1,0,отклика нет,работает,не пенсионер,мужчина
1248,60456097,0,41,1,0,1,0,0,8000.0,1,1,отклика нет,работает,не пенсионер,мужчина
1249,60456147,0,44,1,0,1,2,1,6000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1250,60456305,0,42,1,0,0,2,2,18000.0,1,0,отклика нет,работает,не пенсионер,женщина
1251,60456409,0,29,1,0,0,1,1,12000.0,1,0,отклика нет,работает,не пенсионер,женщина
1252,60456601,0,43,1,0,1,1,0,10000.0,1,1,отклика нет,работает,не пенсионер,мужчина
1253,60456697,0,34,1,0,1,1,1,10000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1254,60456791,0,33,1,0,1,4,4,4300.0,1,0,отклика нет,работает,не пенсионер,мужчина
1255,60456876,1,40,1,0,1,2,0,25000.0,1,0,отклик,работает,не пенсионер,мужчина
1256,60456958,1,37,1,0,1,0,0,50000.0,1,0,отклик,работает,не пенсионер,мужчина
1257,60457113,0,48,1,0,1,2,0,4300.0,1,0,отклика нет,работает,не пенсионер,мужчина
1258,60457153,1,33,1,0,1,0,0,25000.0,1,0,отклик,работает,не пенсионер,мужчина
1259,60457449,0,45,1,0,1,0,0,9500.0,1,0,отклика нет,работает,не пенсионер,мужчина
1260,60457505,0,54,1,0,1,0,0,22000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1261,60457570,0,34,1,0,0,0,0,15000.0,1,0,отклика нет,работает,не пенсионер,женщина
1262,60457810,0,42,1,0,1,1,1,10000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1263,60458056,0,34,1,0,0,1,1,10000.0,1,0,отклика нет,работает,не пенсионер,женщина
1264,60458136,0,34,1,0,1,2,2,8200.0,1,0,отклика нет,работает,не пенсионер,мужчина
1265,60458181,0,51,1,0,1,0,0,8000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1266,60458326,0,45,1,0,0,1,0,7000.0,1,0,отклика нет,работает,не пенсионер,женщина
1267,60458409,0,27,1,0,1,1,1,6000.0,1,1,отклика нет,работает,не пенсионер,мужчина
1268,60458546,0,47,1,0,0,2,0,20000.0,1,0,отклика нет,работает,не пенсионер,женщина
1269,60458556,0,29,1,0,1,0,0,14000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1270,60458579,0,52,1,0,0,1,0,12000.0,1,0,отклика нет,работает,не пенсионер,женщина
1271,60458672,0,30,1,0,1,1,1,15000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1272,60458696,0,34,1,0,1,1,1,5000.0,1,1,отклика нет,работает,не пенсионер,мужчина
1273,60458712,0,24,1,0,0,0,0,12000.0,1,0,отклика нет,работает,не пенсионер,женщина
1274,60459067,0,42,1,0,0,2,2,30000.0,1,0,отклика нет,работает,не пенсионер,женщина
1275,60459225,1,30,1,0,1,2,2,13000.0,1,0,отклик,работает,не пенсионер,мужчина
1276,60459437,0,55,1,0,1,3,0,12000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1277,60459628,0,56,1,1,1,2,0,13000.0,2,0,отклика нет,работает,пенсионер,мужчина
1278,60459681,0,54,1,0,1,2,0,12000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1279,60459685,0,46,1,0,0,1,1,25000.0,1,0,отклика нет,работает,не пенсионер,женщина
1280,60459730,0,61,0,1,1,2,0,8000.0,1,0,отклика нет,не работает,пенсионер,мужчина
1281,60459785,0,39,1,0,1,1,1,19000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1282,60459895,0,54,0,1,0,2,0,6000.0,1,0,отклика нет,не работает,пенсионер,женщина
1283,60460066,0,26,1,0,0,1,1,30000.0,1,0,отклика нет,работает,не пенсионер,женщина
1284,60460108,0,27,1,0,0,0,0,14000.0,1,0,отклика нет,работает,не пенсионер,женщина
1285,60460114,0,30,1,0,0,1,1,30000.0,1,0,отклика нет,работает,не пенсионер,женщина
1286,60460419,0,43,1,0,1,1,1,6500.0,1,0,отклика нет,работает,не пенсионер,мужчина
1287,60460446,0,35,1,0,1,1,1,14000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1288,60460453,0,60,1,1,1,1,0,14000.0,1,0,отклика нет,работает,пенсионер,мужчина
1289,60460628,0,25,1,0,0,0,0,15000.0,1,0,отклика нет,работает,не пенсионер,женщина
1290,60460634,0,33,1,0,1,1,1,25000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1291,60460670,1,32,1,0,1,1,1,5000.0,1,1,отклик,работает,не пенсионер,мужчина
1292,60460765,0,33,1,0,0,2,2,12000.0,1,0,отклика нет,работает,не пенсионер,женщина
1293,60460898,0,61,1,0,0,3,0,13000.0,1,0,отклика нет,работает,не пенсионер,женщина
1294,60460976,1,30,1,0,0,1,1,30000.0,1,0,отклик,работает,не пенсионер,женщина
1295,60461191,0,33,1,0,1,1,1,15000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1296,60461253,0,56,1,0,1,1,0,6000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1297,60461308,0,35,1,0,0,1,1,18000.0,1,0,отклика нет,работает,не пенсионер,женщина
1298,60461428,0,62,1,1,1,0,0,10000.0,1,0,отклика нет,работает,пенсионер,мужчина
1299,60461452,0,44,1,0,0,1,1,17000.0,1,0,отклика нет,работает,не пенсионер,женщина
1300,60461547,0,51,1,0,1,2,0,10000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1301,60461560,0,31,1,0,1,0,0,8000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1302,60461608,0,40,1,0,1,2,2,20000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1303,60461722,0,62,0,1,1,0,0,8000.0,1,0,отклика нет,не работает,пенсионер,мужчина
1304,60461728,0,53,0,1,1,5,2,5000.0,1,0,отклика нет,не работает,пенсионер,мужчина
1305,60461743,0,24,1,0,0,0,0,15000.0,1,0,отклика нет,работает,не пенсионер,женщина
1306,60461754,0,43,1,0,0,2,2,15000.0,1,0,отклика нет,работает,не пенсионер,женщина
1307,60461801,0,31,1,0,0,1,1,12000.0,1,0,отклика нет,работает,не пенсионер,женщина
1308,60461830,0,51,1,0,0,0,0,20000.0,1,0,отклика нет,работает,не пенсионер,женщина
1309,60461928,0,28,1,0,1,1,0,7000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1310,60461950,0,62,0,1,1,3,0,14000.0,1,0,отклика нет,не работает,пенсионер,мужчина
1311,60461955,0,29,1,0,0,0,0,25000.0,1,0,отклика нет,работает,не пенсионер,женщина
1312,60461974,0,48,1,0,1,3,1,18000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1313,60462217,0,29,1,0,1,1,1,17000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1314,60462343,0,47,1,0,1,0,0,25000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1315,60462423,0,42,1,0,0,2,2,22000.0,1,0,отклика нет,работает,не пенсионер,женщина
1316,60462652,1,35,1,0,0,2,2,30000.0,1,0,отклик,работает,не пенсионер,женщина
1317,60463023,0,32,1,0,1,1,1,8000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1318,60463519,0,48,1,0,1,0,0,5500.0,1,0,отклика нет,работает,не пенсионер,мужчина
1319,60463703,0,50,1,0,1,2,0,9000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1320,60463902,1,56,0,1,1,3,0,20000.0,1,1,отклик,не работает,пенсионер,мужчина
1321,60464152,0,34,1,0,0,3,3,10000.0,1,1,отклика нет,работает,не пенсионер,женщина
1322,60464163,0,39,1,0,1,3,3,7000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1323,60464192,0,52,1,1,1,1,0,11000.0,1,1,отклика нет,работает,пенсионер,мужчина
1324,60464295,0,50,1,0,1,0,0,10000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1325,60464304,0,38,1,0,1,1,0,12000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1326,60464401,0,29,1,0,1,1,1,18000.0,1,1,отклика нет,работает,не пенсионер,мужчина
1327,60464512,0,51,1,0,1,2,0,23000.0,1,1,отклика нет,работает,не пенсионер,мужчина
1328,60464642,0,47,1,0,0,1,1,20000.0,1,1,отклика нет,работает,не пенсионер,женщина
1329,60464656,1,29,1,0,1,0,0,17000.0,1,0,отклик,работает,не пенсионер,мужчина
1330,60465080,0,38,1,0,1,2,2,10000.0,2,1,отклика нет,работает,не пенсионер,мужчина
1331,60465137,0,51,1,0,1,0,0,4500.0,1,1,отклика нет,работает,не пенсионер,мужчина
1332,60465255,1,22,1,0,0,0,0,12000.0,1,1,отклик,работает,не пенсионер,женщина
1333,60465618,0,58,1,0,1,0,0,20000.0,1,1,отклика нет,работает,не пенсионер,мужчина
1334,60465696,0,29,1,0,1,0,0,22000.0,1,1,отклика нет,работает,не пенсионер,мужчина
1335,60465850,0,33,1,0,1,2,2,8000.0,1,1,отклика нет,работает,не пенсионер,мужчина
1336,60465966,0,53,1,0,1,2,0,20000.0,1,1,отклика нет,работает,не пенсионер,мужчина
1337,60466045,0,27,1,0,0,0,0,15000.0,1,0,отклика нет,работает,не пенсионер,женщина
1338,60466118,0,53,1,0,1,0,0,9000.0,1,1,отклика нет,работает,не пенсионер,мужчина
1339,60466167,0,47,1,0,1,2,0,10000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1340,60466295,0,48,1,0,1,2,0,7000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1341,60466634,1,32,1,0,1,2,2,5500.0,1,1,отклик,работает,не пенсионер,мужчина
1342,60466663,0,28,1,0,1,1,1,10000.0,1,0,отклика нет,работает,не пенсионер,мужчина
1343,60466729,0,27,1,0,1,1,1,15000.0,2,2,отклика нет,работает,не пенсионер,мужчина
1344,60467030,0,27,1,0,0,1,1,25000.0,1,1,отклика нет,работает,не пенсионер,женщина
1345,60467182,0,39,1,0,1,1,0,26000.0,1,1,отклика нет,работает,не пенсионер,мужчина
1346,60467269,0,45,1,0,1,0,0,30000.0,1,1,отклика нет,работает,не пенсионер,мужчина
1347,60467283,0,41,1,0,1,1,0,10000.0,1,1,отклика нет,работает,не пенсионер,мужчина
1348,60467299,0,50,1,0,0,2,0,25000.0,1,1,отклика нет,работает,не пенсионер,женщина
1349,60467304,0,58,1,1,1,2,0,9000.0,1,1,отклика нет,работает,пенсионер,мужчина
1350,60467480,0,52,1,0,1,1,0,18000.0,1,1,отклика нет,работает,не пенсионер,мужчина
1351,60467523,1,30,1,0,1,0,0,7000.0,2,2,отклик,работает,не пенсионер,мужчина
1352,60467655,0,55,1,0,1,2,0,5000.0,1,1,отклика нет,работает,не пенсионер,мужчина
1353,60467663,0,60,0,1,1,0,0,4000.0,1,1,отклика нет,не работает,пенсионер,мужчина
1354,60467768,0,61,0,1,1,0,0,3500.0,1,1,отклика нет,не работает,пенсионер,мужчина
1355,60467816,0,59,1,0,1,1,0,15000.0,1,1,отклика нет,работает,не пенсионер,мужчина
1356,60467909,0,31,1,0,1,1,1,11000.0,2,2,отклика нет,работает,не пенсионер,мужчина
1357,60467954,0,53,1,0,1,0,0,10000.0,2,1,отклика нет,работает,не пенсионер,мужчина
1358,60468052,0,48,1,0,1,1,1,5000.0,1,1,отклика нет,работает,не пенсионер,мужчина
1359,60468135,0,49,1,0,1,2,0,11000.0,1,1,отклика нет,работает,не пенсионер,мужчина
1360,60468145,0,36,1,0,1,1,1,8000.0,1,1,отклика нет,работает,не пенсионер,мужчина
1361,60468475,0,52,1,0,0,1,0,30000.0,1,1,отклика нет,работает,не пенсионер,женщина
1362,60468612,0,39,1,0,1,1,1,4300.0,2,1,отклика нет,работает,не пенсионер,мужчина
1363,60468613,1,39,1,0,1,2,2,25000.0,2,2,отклик,работает,не пенсионер,мужчина
1364,60468641,0,61,1,1,1,0,0,13500.0,2,1,отклика нет,работает,пенсионер,мужчина
1365,60468839,0,42,1,0,0,3,4,30000.0,1,1,отклика нет,работает,не пенсионер,женщина
1366,60469077,0,26,1,0,0,0,0,12000.0,2,1,отклика нет,работает,не пенсионер,женщина
1367,60469321,0,28,1,0,0,1,1,30000.0,2,1,отклика нет,работает,не пенсионер,женщина
1368,60469367,0,56,0,1,1,2,0,6500.0,1,1,отклика нет,не работает,пенсионер,мужчина
1369,60469401,0,57,0,1,1,4,0,9000.0,4,3,отклика нет,не работает,пенсионер,мужчина
1370,60469404,0,45,1,0,1,3,1,5000.0,2,1,отклика нет,работает,не пенсионер,мужчина
1371,60469568,0,37,1,0,0,1,2,12000.0,1,1,отклика нет,работает,не пенсионер,женщина
1372,60469656,0,40,1,0,1,2,1,7000.0,2,1,отклика нет,работает,не пенсионер,мужчина
1373,60469867,1,36,1,0,1,2,2,28000.0,1,1,отклик,работает,не пенсионер,мужчина
1374,60470043,0,25,1,0,0,0,0,9000.0,1,1,отклика нет,работает,не пенсионер,женщина
1375,60470323,0,35,1,0,1,1,1,15000.0,1,1,отклика нет,работает,не пенсионер,мужчина
1376,60470372,0,33,1,0,1,2,2,12000.0,1,1,отклика нет,работает,не пенсионер,мужчина
1377,60470480,0,39,1,0,0,2,2,6500.0,1,1,отклика нет,работает,не пенсионер,женщина
1378,60471402,1,40,1,0,0,1,1,20000.0,1,1,отклик,работает,не пенсионер,женщина
1379,60471463,0,48,1,0,1,2,0,5000.0,1,1,отклика нет,работает,не пенсионер,мужчина
1380,60471465,0,45,1,0,1,2,1,15000.0,1,1,отклика нет,работает,не пенсионер,мужчина
1381,60471539,0,39,1,0,0,1,1,15000.0,1,1,отклика нет,работает,не пенсионер,женщина
1382,60471706,0,40,1,0,1,1,0,5000.0,2,1,отклика нет,работает,не пенсионер,мужчина
1383,60471991,0,45,1,0,0,2,2,9000.0,1,1,отклика нет,работает,не пенсионер,женщина
1384,60472094,0,45,1,0,1,0,0,8000.0,1,1,отклика нет,работает,не пенсионер,мужчина
1385,60472167,0,27,1,0,1,0,0,7900.0,2,1,отклика нет,работает,не пенсионер,мужчина
1386,60472234,0,30,1,0,0,0,0,25000.0,1,1,отклика нет,работает,не пенсионер,женщина
1387,60472309,1,29,1,0,1,2,2,5100.0,1,1,отклик,работает,не пенсионер,мужчина
1388,60472474,1,39,1,0,1,4,4,12000.0,1,1,отклик,работает,не пенсионер,мужчина
1389,60472691,1,24,1,0,1,0,0,12000.0,2,2,отклик,работает,не пенсионер,мужчина
1390,60472757,1,28,1,0,1,1,1,10000.0,1,1,отклик,работает,не пенсионер,мужчина
1391,60472845,0,54,1,0,1,0,0,15000.0,2,1,отклика нет,работает,не пенсионер,мужчина
1392,60472931,0,62,0,1,1,2,0,7000.0,1,1,отклика нет,не работает,пенсионер,мужчина
1393,60473267,0,36,1,0,1,0,0,10000.0,1,1,отклика нет,работает,не пенсионер,мужчина
1394,60473731,0,48,1,0,1,3,2,13500.0,2,1,отклика нет,работает,не пенсионер,мужчина
1395,60473796,0,35,1,0,0,0,0,15000.0,1,1,отклика нет,работает,не пенсионер,женщина
1396,60473938,0,30,1,0,0,1,1,20000.0,2,2,отклика нет,работает,не пенсионер,женщина
1397,60473960,0,26,1,0,0,0,0,15000.0,1,1,отклика нет,работает,не пенсионер,женщина
1398,60474030,0,34,1,0,1,1,1,7000.0,1,1,отклика нет,работает,не пенсионер,мужчина
1399,60474301,1,35,1,0,1,1,1,15000.0,1,1,отклик,работает,не пенсионер,мужчина
1400,60474530,0,36,1,0,1,1,1,13000.0,1,1,отклика нет,работает,не пенсионер,мужчина
1401,60474540,0,48,1,0,1,0,0,15000.0,2,1,отклика нет,работает,не пенсионер,мужчина
1402,60474641,0,63,1,1,1,0,0,15000.0,1,1,отклика нет,работает,пенсионер,мужчина
1403,60474698,0,32,1,0,1,0,0,10000.0,3,3,отклика нет,работает,не пенсионер,мужчина
1404,60523266,1,55,1,0,1,1,0,16000.0,1,1,отклик,работает,не пенсионер,мужчина
1405,60523848,0,39,1,0,1,2,2,6000.0,2,2,отклика нет,работает,не пенсионер,мужчина
1406,60524085,0,27,1,0,0,2,2,10000.0,1,1,отклика нет,работает,не пенсионер,женщина
1407,60524192,0,28,1,0,1,0,0,15000.0,2,2,отклика нет,работает,не пенсионер,мужчина
1408,60524413,0,43,1,0,1,2,2,11500.0,2,2,отклика нет,работает,не пенсионер,мужчина
1409,60524531,1,27,1,0,0,0,0,12000.0,1,1,отклик,работает,не пенсионер,женщина
1410,60524663,0,45,1,0,1,0,0,15000.0,1,1,отклика нет,работает,не пенсионер,мужчина
1411,60524887,0,56,1,0,1,1,0,13000.0,1,1,отклика нет,работает,не пенсионер,мужчина
1412,60524923,0,50,1,0,1,2,0,35000.0,1,1,отклика нет,работает,не пенсионер,мужчина
1413,60524962,0,41,1,0,0,2,2,30000.0,1,1,отклика нет,работает,не пенсионер,женщина
1414,60525420,0,40,1,0,0,3,1,20000.0,1,1,отклика нет,работает,не пенсионер,женщина
1415,60525538,0,38,1,0,0,3,3,19000.0,1,1,отклика нет,работает,не пенсионер,женщина
